datetime,ward_num,forecast_requests
2025-03-15 20:00:00,1,55
2025-03-15 21:00:00,1,53
2025-03-15 22:00:00,1,51
2025-03-15 20:00:00,2,70
2025-03-15 21:00:00,2,73
2025-03-15 22:00:00,2,75
2025-03-15 20:00:00,3,87
2025-03-15 21:00:00,3,91
2025-03-15 22:00:00,3,96
2025-03-15 20:00:00,4,112
2025-03-15 21:00:00,4,114
2025-03-15 22:00:00,4,113
2025-03-15 20:00:00,5,120
2025-03-15 21:00:00,5,112
2025-03-15 22:00:00,5,112
2025-03-16 10:00:00,b_1,153
2025-03-16 11:00:00,b_1,171
2025-03-16 12:00:00,b_1,175
2025-03-16 10:00:00,b_10,260
2025-03-16 11:00:00,b_10,263
2025-03-16 12:00:00,b_10,263
2025-03-16 10:00:00,b_100,264
2025-03-16 11:00:00,b_100,267
2025-03-16 12:00:00,b_100,271
2025-03-16 10:00:00,b_101,134
2025-03-16 11:00:00,b_101,139
2025-03-16 12:00:00,b_101,137
2025-03-16 10:00:00,b_102,160
2025-03-16 11:00:00,b_102,156
2025-03-16 12:00:00,b_102,160
2025-03-16 10:00:00,b_103,104
2025-03-16 11:00:00,b_103,96
2025-03-16 12:00:00,b_103,94
2025-03-16 10:00:00,b_104,167
2025-03-16 11:00:00,b_104,153
2025-03-16 12:00:00,b_104,158
2025-03-16 10:00:00,b_105,289
2025-03-16 11:00:00,b_105,317
2025-03-16 12:00:00,b_105,343
2025-03-16 10:00:00,b_106,263
2025-03-16 11:00:00,b_106,262
2025-03-16 12:00:00,b_106,262
2025-03-16 10:00:00,b_107,126
2025-03-16 11:00:00,b_107,137
2025-03-16 12:00:00,b_107,137
2025-03-16 10:00:00,b_108,263
2025-03-16 11:00:00,b_108,262
2025-03-16 12:00:00,b_108,262
2025-03-16 10:00:00,b_109,218
2025-03-16 11:00:00,b_109,211
2025-03-16 12:00:00,b_109,203
2025-03-16 10:00:00,b_11,194
2025-03-16 11:00:00,b_11,211
2025-03-16 12:00:00,b_11,215
2025-03-16 10:00:00,b_110,260
2025-03-16 11:00:00,b_110,263
2025-03-16 12:00:00,b_110,263
2025-03-16 10:00:00,b_111,138
2025-03-16 11:00:00,b_111,135
2025-03-16 12:00:00,b_111,141
2025-03-16 10:00:00,b_112,149
2025-03-16 11:00:00,b_112,161
2025-03-16 12:00:00,b_112,173
2025-03-16 10:00:00,b_113,262
2025-03-16 11:00:00,b_113,262
2025-03-16 12:00:00,b_113,262
2025-03-16 10:00:00,b_114,218
2025-03-16 11:00:00,b_114,211
2025-03-16 12:00:00,b_114,203
