datetime,ward_num,forecast_requests
2025-03-15 20:00:00,1,55
2025-03-15 21:00:00,1,53
2025-03-15 22:00:00,1,51
2025-03-15 20:00:00,2,70
2025-03-15 21:00:00,2,73
2025-03-15 22:00:00,2,75
2025-03-15 20:00:00,3,87
2025-03-15 21:00:00,3,91
2025-03-15 22:00:00,3,96
2025-03-15 20:00:00,4,112
2025-03-15 21:00:00,4,114
2025-03-15 22:00:00,4,113
2025-03-15 20:00:00,5,120
2025-03-15 21:00:00,5,112
2025-03-15 22:00:00,5,112
2025-03-16 09:00:00,b_1,135
2025-03-16 10:00:00,b_1,148
2025-03-16 11:00:00,b_1,154
2025-03-16 09:00:00,b_10,224
2025-03-16 10:00:00,b_10,249
2025-03-16 11:00:00,b_10,256
2025-03-16 09:00:00,b_100,169
2025-03-16 10:00:00,b_100,171
2025-03-16 11:00:00,b_100,168
2025-03-16 09:00:00,b_101,90
2025-03-16 10:00:00,b_101,98
2025-03-16 11:00:00,b_101,99
2025-03-16 09:00:00,b_102,191
2025-03-16 10:00:00,b_102,195
2025-03-16 11:00:00,b_102,211
2025-03-16 09:00:00,b_103,438
2025-03-16 10:00:00,b_103,427
2025-03-16 11:00:00,b_103,424
2025-03-16 09:00:00,b_104,97
2025-03-16 10:00:00,b_104,100
2025-03-16 11:00:00,b_104,95
2025-03-16 09:00:00,b_105,222
2025-03-16 10:00:00,b_105,232
2025-03-16 11:00:00,b_105,247
2025-03-16 09:00:00,b_106,218
2025-03-16 10:00:00,b_106,211
2025-03-16 11:00:00,b_106,203
2025-03-16 09:00:00,b_107,126
2025-03-16 10:00:00,b_107,143
2025-03-16 11:00:00,b_107,138
2025-03-16 09:00:00,b_108,265
2025-03-16 10:00:00,b_108,272
2025-03-16 11:00:00,b_108,277
2025-03-16 09:00:00,b_109,272
2025-03-16 10:00:00,b_109,284
2025-03-16 11:00:00,b_109,301
2025-03-16 09:00:00,b_11,194
2025-03-16 10:00:00,b_11,211
2025-03-16 11:00:00,b_11,215
2025-03-16 09:00:00,b_110,244
2025-03-16 10:00:00,b_110,250
2025-03-16 11:00:00,b_110,247
2025-03-16 09:00:00,b_111,140
2025-03-16 10:00:00,b_111,144
2025-03-16 11:00:00,b_111,151
2025-03-16 09:00:00,b_112,135
2025-03-16 10:00:00,b_112,148
2025-03-16 11:00:00,b_112,154
2025-03-16 09:00:00,b_113,321
2025-03-16 10:00:00,b_113,322
2025-03-16 11:00:00,b_113,324
2025-03-16 09:00:00,b_114,185
2025-03-16 10:00:00,b_114,192
2025-03-16 11:00:00,b_114,193
