datetime,ward_num,forecast_requests
2025-03-15 20:00:00,1,34
2025-03-15 21:00:00,1,32
2025-03-15 22:00:00,1,32
2025-03-15 23:00:00,1,33
2025-03-16 00:00:00,1,31
2025-03-16 01:00:00,1,31
2025-03-16 02:00:00,1,31
2025-03-16 03:00:00,1,31
2025-03-16 04:00:00,1,37
2025-03-16 05:00:00,1,35
2025-03-16 06:00:00,1,36
2025-03-16 07:00:00,1,44
2025-03-16 08:00:00,1,45
2025-03-16 09:00:00,1,45
2025-03-16 10:00:00,1,46
2025-03-16 11:00:00,1,43
2025-03-16 12:00:00,1,39
2025-03-16 13:00:00,1,43
2025-03-16 14:00:00,1,41
2025-03-16 15:00:00,1,39
2025-03-16 16:00:00,1,42
2025-03-16 17:00:00,1,40
2025-03-16 18:00:00,1,40
2025-03-16 19:00:00,1,41
2025-03-15 20:00:00,2,43
2025-03-15 21:00:00,2,42
2025-03-15 22:00:00,2,42
2025-03-15 23:00:00,2,42
2025-03-16 00:00:00,2,38
2025-03-16 01:00:00,2,38
2025-03-16 02:00:00,2,39
2025-03-16 03:00:00,2,38
2025-03-16 04:00:00,2,44
2025-03-16 05:00:00,2,44
2025-03-16 06:00:00,2,45
2025-03-16 07:00:00,2,52
2025-03-16 08:00:00,2,50
2025-03-16 09:00:00,2,48
2025-03-16 10:00:00,2,54
2025-03-16 11:00:00,2,53
2025-03-16 12:00:00,2,52
2025-03-16 13:00:00,2,53
2025-03-16 14:00:00,2,53
2025-03-16 15:00:00,2,53
2025-03-16 16:00:00,2,53
2025-03-16 17:00:00,2,53
2025-03-16 18:00:00,2,53
2025-03-16 19:00:00,2,53
2025-03-15 20:00:00,3,48
2025-03-15 21:00:00,3,41
2025-03-15 22:00:00,3,35
2025-03-15 23:00:00,3,43
2025-03-16 00:00:00,3,37
2025-03-16 01:00:00,3,35
2025-03-16 02:00:00,3,38
2025-03-16 03:00:00,3,34
2025-03-16 04:00:00,3,41
2025-03-16 05:00:00,3,43
2025-03-16 06:00:00,3,42
2025-03-16 07:00:00,3,50
2025-03-16 08:00:00,3,53
2025-03-16 09:00:00,3,47
2025-03-16 10:00:00,3,52
2025-03-16 11:00:00,3,57
2025-03-16 12:00:00,3,52
2025-03-16 13:00:00,3,50
2025-03-16 14:00:00,3,53
2025-03-16 15:00:00,3,55
2025-03-16 16:00:00,3,52
2025-03-16 17:00:00,3,52
2025-03-16 18:00:00,3,53
2025-03-16 19:00:00,3,53
2025-03-15 20:00:00,4,62
2025-03-15 21:00:00,4,54
2025-03-15 22:00:00,4,44
2025-03-15 23:00:00,4,43
2025-03-16 00:00:00,4,38
2025-03-16 01:00:00,4,38
2025-03-16 02:00:00,4,40
2025-03-16 03:00:00,4,39
2025-03-16 04:00:00,4,44
2025-03-16 05:00:00,4,46
2025-03-16 06:00:00,4,45
2025-03-16 07:00:00,4,48
2025-03-16 08:00:00,4,52
2025-03-16 09:00:00,4,48
2025-03-16 10:00:00,4,49
2025-03-16 11:00:00,4,53
2025-03-16 12:00:00,4,53
2025-03-16 13:00:00,4,52
2025-03-16 14:00:00,4,53
2025-03-16 15:00:00,4,53
2025-03-16 16:00:00,4,53
2025-03-16 17:00:00,4,53
2025-03-16 18:00:00,4,53
2025-03-16 19:00:00,4,53
2025-03-15 20:00:00,5,71
2025-03-15 21:00:00,5,63
2025-03-15 22:00:00,5,53
2025-03-15 23:00:00,5,53
2025-03-16 00:00:00,5,44
2025-03-16 01:00:00,5,40
2025-03-16 02:00:00,5,37
2025-03-16 03:00:00,5,39
2025-03-16 04:00:00,5,45
2025-03-16 05:00:00,5,43
2025-03-16 06:00:00,5,45
2025-03-16 07:00:00,5,53
2025-03-16 08:00:00,5,50
2025-03-16 09:00:00,5,49
2025-03-16 10:00:00,5,54
2025-03-16 11:00:00,5,53
2025-03-16 12:00:00,5,52
2025-03-16 13:00:00,5,53
2025-03-16 14:00:00,5,53
2025-03-16 15:00:00,5,53
2025-03-16 16:00:00,5,53
2025-03-16 17:00:00,5,53
2025-03-16 18:00:00,5,53
2025-03-16 19:00:00,5,53
2025-03-15 21:00:00,b_1,90
2025-03-15 22:00:00,b_1,105
2025-03-15 23:00:00,b_1,118
2025-03-16 00:00:00,b_1,94
2025-03-16 01:00:00,b_1,88
2025-03-16 02:00:00,b_1,102
2025-03-16 03:00:00,b_1,92
2025-03-16 04:00:00,b_1,87
2025-03-16 05:00:00,b_1,105
2025-03-16 06:00:00,b_1,103
2025-03-16 07:00:00,b_1,98
2025-03-16 08:00:00,b_1,104
2025-03-16 09:00:00,b_1,106
2025-03-16 10:00:00,b_1,104
2025-03-16 11:00:00,b_1,105
2025-03-16 12:00:00,b_1,106
2025-03-16 13:00:00,b_1,106
2025-03-16 14:00:00,b_1,106
2025-03-16 15:00:00,b_1,108
2025-03-16 16:00:00,b_1,108
2025-03-16 17:00:00,b_1,107
2025-03-16 18:00:00,b_1,108
2025-03-16 19:00:00,b_1,108
2025-03-16 20:00:00,b_1,71
2025-03-15 21:00:00,b_10,190
2025-03-15 22:00:00,b_10,183
2025-03-15 23:00:00,b_10,174
2025-03-16 00:00:00,b_10,190
2025-03-16 01:00:00,b_10,188
2025-03-16 02:00:00,b_10,186
2025-03-16 03:00:00,b_10,192
2025-03-16 04:00:00,b_10,197
2025-03-16 05:00:00,b_10,205
2025-03-16 06:00:00,b_10,195
2025-03-16 07:00:00,b_10,189
2025-03-16 08:00:00,b_10,213
