datetime,ward_num,forecast_requests
2025-03-15 21:00:00,b_129,2197
2025-03-15 22:00:00,b_129,2141
2025-03-15 23:00:00,b_129,2057
2025-03-16 00:00:00,b_129,2248
2025-03-16 01:00:00,b_129,2315
2025-03-16 02:00:00,b_129,2329
2025-03-16 03:00:00,b_129,2386
2025-03-16 04:00:00,b_129,2366
2025-03-16 05:00:00,b_129,2354
2025-03-16 06:00:00,b_129,2294
2025-03-16 07:00:00,b_129,2264
2025-03-16 08:00:00,b_129,2233
2025-03-16 09:00:00,b_129,2160
2025-03-16 10:00:00,b_129,2073
2025-03-16 11:00:00,b_129,1918
2025-03-16 12:00:00,b_129,1905
2025-03-16 13:00:00,b_129,1854
2025-03-16 14:00:00,b_129,1830
2025-03-16 15:00:00,b_129,1876
2025-03-16 16:00:00,b_129,1875
2025-03-16 17:00:00,b_129,1976
2025-03-16 18:00:00,b_129,1940
2025-03-16 19:00:00,b_129,1910
2025-03-16 20:00:00,b_129,1950
