datetime,ac_num,forecast_requests
2025-03-15 20:00:00,1,25
2025-03-15 21:00:00,1,24
2025-03-15 22:00:00,1,24
2025-03-15 23:00:00,1,23
2025-03-16 00:00:00,1,7
2025-03-16 01:00:00,1,6
2025-03-16 02:00:00,1,6
2025-03-16 03:00:00,1,6
2025-03-16 04:00:00,1,5
2025-03-16 05:00:00,1,5
2025-03-16 06:00:00,1,23
2025-03-16 07:00:00,1,29
2025-03-16 08:00:00,1,29
2025-03-16 09:00:00,1,29
2025-03-16 10:00:00,1,28
2025-03-16 11:00:00,1,19
2025-03-16 12:00:00,1,19
2025-03-16 13:00:00,1,20
2025-03-16 14:00:00,1,19
2025-03-16 15:00:00,1,21
2025-03-16 16:00:00,1,28
2025-03-16 17:00:00,1,31
2025-03-16 18:00:00,1,30
2025-03-16 19:00:00,1,29
2025-03-15 20:00:00,2,41
2025-03-15 21:00:00,2,41
2025-03-15 22:00:00,2,41
2025-03-15 23:00:00,2,32
2025-03-16 00:00:00,2,17
2025-03-16 01:00:00,2,7
2025-03-16 02:00:00,2,7
2025-03-16 03:00:00,2,7
2025-03-16 04:00:00,2,6
2025-03-16 05:00:00,2,6
2025-03-16 06:00:00,2,33
2025-03-16 07:00:00,2,35
2025-03-16 08:00:00,2,37
2025-03-16 09:00:00,2,37
2025-03-16 10:00:00,2,32
2025-03-16 11:00:00,2,28
2025-03-16 12:00:00,2,27
2025-03-16 13:00:00,2,24
2025-03-16 14:00:00,2,25
2025-03-16 15:00:00,2,29
2025-03-16 16:00:00,2,37
2025-03-16 17:00:00,2,41
2025-03-16 18:00:00,2,42
2025-03-16 19:00:00,2,38
2025-03-15 20:00:00,3,48
2025-03-15 21:00:00,3,49
2025-03-15 22:00:00,3,50
2025-03-15 23:00:00,3,41
2025-03-16 00:00:00,3,31
2025-03-16 01:00:00,3,24
2025-03-16 02:00:00,3,9
2025-03-16 03:00:00,3,7
2025-03-16 04:00:00,3,6
2025-03-16 05:00:00,3,6
2025-03-16 06:00:00,3,36
2025-03-16 07:00:00,3,37
2025-03-16 08:00:00,3,41
2025-03-16 09:00:00,3,47
2025-03-16 10:00:00,3,44
2025-03-16 11:00:00,3,37
2025-03-16 12:00:00,3,36
2025-03-16 13:00:00,3,30
2025-03-16 14:00:00,3,30
2025-03-16 15:00:00,3,32
2025-03-16 16:00:00,3,36
2025-03-16 17:00:00,3,39
2025-03-16 18:00:00,3,42
2025-03-16 19:00:00,3,45
