datetime,ward_num,forecast_requests
2025-03-15 20:00:00,1,37
2025-03-15 21:00:00,1,34
2025-03-15 22:00:00,1,30
2025-03-15 23:00:00,1,31
2025-03-16 00:00:00,1,29
2025-03-16 01:00:00,1,24
2025-03-16 02:00:00,1,24
2025-03-16 03:00:00,1,27
2025-03-16 04:00:00,1,33
2025-03-16 05:00:00,1,30
2025-03-16 06:00:00,1,30
2025-03-16 07:00:00,1,43
2025-03-15 20:00:00,2,43
2025-03-15 21:00:00,2,42
2025-03-15 22:00:00,2,40
2025-03-15 23:00:00,2,41
2025-03-16 00:00:00,2,40
2025-03-16 01:00:00,2,39
2025-03-16 02:00:00,2,40
2025-03-16 03:00:00,2,42
2025-03-16 04:00:00,2,42
2025-03-16 05:00:00,2,42
2025-03-16 06:00:00,2,42
2025-03-16 07:00:00,2,51
2025-03-15 20:00:00,3,66
2025-03-15 21:00:00,3,60
2025-03-15 22:00:00,3,57
2025-03-15 23:00:00,3,58
2025-03-16 00:00:00,3,55
2025-03-16 01:00:00,3,52
2025-03-16 02:00:00,3,55
2025-03-16 03:00:00,3,55
2025-03-16 04:00:00,3,54
2025-03-16 05:00:00,3,57
2025-03-16 06:00:00,3,58
2025-03-16 07:00:00,3,63
2025-03-15 20:00:00,4,76
2025-03-15 21:00:00,4,74
2025-03-15 22:00:00,4,68
2025-03-15 23:00:00,4,66
2025-03-16 00:00:00,4,67
2025-03-16 01:00:00,4,65
2025-03-16 02:00:00,4,65
2025-03-16 03:00:00,4,67
2025-03-16 04:00:00,4,73
2025-03-16 05:00:00,4,70
2025-03-16 06:00:00,4,71
2025-03-16 07:00:00,4,83
2025-03-15 20:00:00,5,84
2025-03-15 21:00:00,5,86
2025-03-15 22:00:00,5,82
2025-03-15 23:00:00,5,83
2025-03-16 00:00:00,5,83
2025-03-16 01:00:00,5,83
2025-03-16 02:00:00,5,83
2025-03-16 03:00:00,5,84
2025-03-16 04:00:00,5,93
2025-03-16 05:00:00,5,96
2025-03-16 06:00:00,5,89
2025-03-16 07:00:00,5,97
2025-03-15 21:00:00,b_1,353
2025-03-15 22:00:00,b_1,372
2025-03-15 23:00:00,b_1,376
2025-03-16 00:00:00,b_1,371
2025-03-16 01:00:00,b_1,378
2025-03-16 02:00:00,b_1,389
2025-03-16 03:00:00,b_1,383
2025-03-16 04:00:00,b_1,382
2025-03-16 05:00:00,b_1,390
2025-03-16 06:00:00,b_1,389
2025-03-16 07:00:00,b_1,388
2025-03-16 08:00:00,b_1,411
2025-03-15 21:00:00,b_10,689
2025-03-15 22:00:00,b_10,759
2025-03-15 23:00:00,b_10,795
2025-03-16 00:00:00,b_10,658
2025-03-16 01:00:00,b_10,631
2025-03-16 02:00:00,b_10,797
2025-03-16 03:00:00,b_10,794
2025-03-16 04:00:00,b_10,629
2025-03-16 05:00:00,b_10,630
2025-03-16 06:00:00,b_10,752
2025-03-16 07:00:00,b_10,667
2025-03-16 08:00:00,b_10,627
2025-03-15 21:00:00,b_100,1002
2025-03-15 22:00:00,b_100,1008
2025-03-15 23:00:00,b_100,996
2025-03-16 00:00:00,b_100,997
2025-03-16 01:00:00,b_100,975
2025-03-16 02:00:00,b_100,947
2025-03-16 03:00:00,b_100,940
2025-03-16 04:00:00,b_100,936
2025-03-16 05:00:00,b_100,954
2025-03-16 06:00:00,b_100,949
2025-03-16 07:00:00,b_100,921
2025-03-16 08:00:00,b_100,900
2025-03-15 21:00:00,b_101,283
2025-03-15 22:00:00,b_101,270
2025-03-15 23:00:00,b_101,256
2025-03-16 00:00:00,b_101,268
2025-03-16 01:00:00,b_101,275
2025-03-16 02:00:00,b_101,273
2025-03-16 03:00:00,b_101,273
2025-03-16 04:00:00,b_101,278
2025-03-16 05:00:00,b_101,278
2025-03-16 06:00:00,b_101,282
2025-03-16 07:00:00,b_101,287
2025-03-16 08:00:00,b_101,277
2025-03-15 21:00:00,b_102,439
2025-03-15 22:00:00,b_102,405
2025-03-15 23:00:00,b_102,363
2025-03-16 00:00:00,b_102,363
2025-03-16 01:00:00,b_102,392
2025-03-16 02:00:00,b_102,384
2025-03-16 03:00:00,b_102,359
2025-03-16 04:00:00,b_102,381
2025-03-16 05:00:00,b_102,391
2025-03-16 06:00:00,b_102,376
2025-03-16 07:00:00,b_102,387
2025-03-16 08:00:00,b_102,405
2025-03-15 21:00:00,b_103,363
2025-03-15 22:00:00,b_103,377
2025-03-15 23:00:00,b_103,381
2025-03-16 00:00:00,b_103,377
2025-03-16 01:00:00,b_103,381
2025-03-16 02:00:00,b_103,385
2025-03-16 03:00:00,b_103,383
2025-03-16 04:00:00,b_103,387
2025-03-16 05:00:00,b_103,389
2025-03-16 06:00:00,b_103,385
2025-03-16 07:00:00,b_103,394
2025-03-16 08:00:00,b_103,414
2025-03-15 21:00:00,b_104,358
2025-03-15 22:00:00,b_104,377
2025-03-15 23:00:00,b_104,376
2025-03-16 00:00:00,b_104,365
2025-03-16 01:00:00,b_104,381
2025-03-16 02:00:00,b_104,387
2025-03-16 03:00:00,b_104,379
2025-03-16 04:00:00,b_104,386
2025-03-16 05:00:00,b_104,398
2025-03-16 06:00:00,b_104,385
2025-03-16 07:00:00,b_104,386
2025-03-16 08:00:00,b_104,416
2025-03-15 21:00:00,b_105,1475
2025-03-15 22:00:00,b_105,1672
2025-03-15 23:00:00,b_105,1948
2025-03-16 00:00:00,b_105,2081
2025-03-16 01:00:00,b_105,2060
2025-03-16 02:00:00,b_105,2044
2025-03-16 03:00:00,b_105,2044
2025-03-16 04:00:00,b_105,2045
2025-03-16 05:00:00,b_105,2097
2025-03-16 06:00:00,b_105,2042
2025-03-16 07:00:00,b_105,2014
2025-03-16 08:00:00,b_105,1936
2025-03-15 21:00:00,b_106,957
2025-03-15 22:00:00,b_106,986
2025-03-15 23:00:00,b_106,938
2025-03-16 00:00:00,b_106,950
2025-03-16 01:00:00,b_106,963
2025-03-16 02:00:00,b_106,935
2025-03-16 03:00:00,b_106,932
2025-03-16 04:00:00,b_106,994
2025-03-16 05:00:00,b_106,970
2025-03-16 06:00:00,b_106,925
2025-03-16 07:00:00,b_106,920
2025-03-16 08:00:00,b_106,959
2025-03-15 21:00:00,b_107,358
2025-03-15 22:00:00,b_107,377
2025-03-15 23:00:00,b_107,376
2025-03-16 00:00:00,b_107,365
2025-03-16 01:00:00,b_107,381
2025-03-16 02:00:00,b_107,387
2025-03-16 03:00:00,b_107,379
2025-03-16 04:00:00,b_107,386
2025-03-16 05:00:00,b_107,398
2025-03-16 06:00:00,b_107,385
2025-03-16 07:00:00,b_107,386
2025-03-16 08:00:00,b_107,416
2025-03-15 21:00:00,b_108,436
2025-03-15 22:00:00,b_108,403
2025-03-15 23:00:00,b_108,366
2025-03-16 00:00:00,b_108,362
2025-03-16 01:00:00,b_108,392
2025-03-16 02:00:00,b_108,385
2025-03-16 03:00:00,b_108,359
2025-03-16 04:00:00,b_108,381
2025-03-16 05:00:00,b_108,392
2025-03-16 06:00:00,b_108,377
2025-03-16 07:00:00,b_108,385
2025-03-16 08:00:00,b_108,406
2025-03-15 21:00:00,b_109,769
2025-03-15 22:00:00,b_109,666
2025-03-15 23:00:00,b_109,595
2025-03-16 00:00:00,b_109,686
2025-03-16 01:00:00,b_109,681
2025-03-16 02:00:00,b_109,647
2025-03-16 03:00:00,b_109,674
2025-03-16 04:00:00,b_109,681
2025-03-16 05:00:00,b_109,672
2025-03-16 06:00:00,b_109,692
2025-03-16 07:00:00,b_109,718
2025-03-16 08:00:00,b_109,806
2025-03-15 21:00:00,b_11,698
2025-03-15 22:00:00,b_11,730
2025-03-15 23:00:00,b_11,739
2025-03-16 00:00:00,b_11,687
2025-03-16 01:00:00,b_11,648
