datetime,ac_num,forecast_requests
2025-03-15 21:00:00,150,1545
2025-03-15 22:00:00,150,2045
2025-03-15 23:00:00,150,2085
2025-03-16 00:00:00,150,2108
2025-03-16 01:00:00,150,2146
2025-03-16 02:00:00,150,2168
2025-03-16 03:00:00,150,2236
2025-03-16 04:00:00,150,2245
2025-03-16 05:00:00,150,2279
2025-03-16 06:00:00,150,2304
2025-03-16 07:00:00,150,2309
2025-03-16 08:00:00,150,2241
2025-03-16 09:00:00,150,2175
2025-03-16 10:00:00,150,2118
2025-03-16 11:00:00,150,1951
2025-03-16 12:00:00,150,1900
2025-03-16 13:00:00,150,1859
2025-03-16 14:00:00,150,1855
2025-03-16 15:00:00,150,1870
2025-03-16 16:00:00,150,1906
2025-03-16 17:00:00,150,1969
2025-03-16 18:00:00,150,1920
2025-03-16 19:00:00,150,1909
2025-03-16 20:00:00,150,1882
2025-03-15 21:00:00,151,3477
2025-03-15 22:00:00,151,3236
2025-03-15 23:00:00,151,3013
2025-03-16 00:00:00,151,3458
2025-03-16 01:00:00,151,3507
2025-03-16 02:00:00,151,3462
2025-03-16 03:00:00,151,3519
2025-03-16 04:00:00,151,3507
2025-03-16 05:00:00,151,3486
2025-03-16 06:00:00,151,3923
2025-03-16 07:00:00,151,4007
2025-03-16 08:00:00,151,3964
2025-03-16 09:00:00,151,3997
2025-03-16 10:00:00,151,3637
2025-03-16 11:00:00,151,3625
2025-03-16 12:00:00,151,3517
2025-03-16 13:00:00,151,3506
2025-03-16 14:00:00,151,3553
2025-03-16 15:00:00,151,3553
2025-03-16 16:00:00,151,3550
2025-03-16 17:00:00,151,3555
2025-03-16 18:00:00,151,3571
2025-03-16 19:00:00,151,3529
2025-03-16 20:00:00,151,3559
2025-03-15 21:00:00,152,2450
2025-03-15 22:00:00,152,2167
2025-03-15 23:00:00,152,2115
2025-03-16 00:00:00,152,2309
2025-03-16 01:00:00,152,2380
2025-03-16 02:00:00,152,2389
2025-03-16 03:00:00,152,2364
2025-03-16 04:00:00,152,2324
2025-03-16 05:00:00,152,2309
2025-03-16 06:00:00,152,2282
2025-03-16 07:00:00,152,2298
2025-03-16 08:00:00,152,2210
2025-03-16 09:00:00,152,2158
2025-03-16 10:00:00,152,1985
2025-03-16 11:00:00,152,1919
2025-03-16 12:00:00,152,1892
2025-03-16 13:00:00,152,1814
2025-03-16 14:00:00,152,1824
2025-03-16 15:00:00,152,1800
2025-03-16 16:00:00,152,1855
2025-03-16 17:00:00,152,1919
2025-03-16 18:00:00,152,1904
2025-03-16 19:00:00,152,1896
2025-03-16 20:00:00,152,1952
2025-03-15 21:00:00,153,1553
2025-03-15 22:00:00,153,2047
2025-03-15 23:00:00,153,2079
2025-03-16 00:00:00,153,2108
2025-03-16 01:00:00,153,2146
2025-03-16 02:00:00,153,2168
2025-03-16 03:00:00,153,2236
2025-03-16 04:00:00,153,2245
2025-03-16 05:00:00,153,2279
2025-03-16 06:00:00,153,2304
2025-03-16 07:00:00,153,2309
2025-03-16 08:00:00,153,2241
