datetime,ward_num,forecast_requests
2025-03-15 20:00:00,1,55
2025-03-15 21:00:00,1,53
2025-03-15 22:00:00,1,51
2025-03-15 20:00:00,2,70
2025-03-15 21:00:00,2,73
2025-03-15 22:00:00,2,75
2025-03-15 20:00:00,3,87
2025-03-15 21:00:00,3,91
2025-03-15 22:00:00,3,96
2025-03-15 20:00:00,4,112
2025-03-15 21:00:00,4,114
2025-03-15 22:00:00,4,113
2025-03-15 20:00:00,5,120
2025-03-15 21:00:00,5,112
2025-03-15 22:00:00,5,112
2025-03-16 08:00:00,b_1,80
2025-03-16 09:00:00,b_1,83
2025-03-16 10:00:00,b_1,81
2025-03-16 08:00:00,b_10,130
2025-03-16 09:00:00,b_10,143
2025-03-16 10:00:00,b_10,144
2025-03-16 08:00:00,b_100,85
2025-03-16 09:00:00,b_100,77
2025-03-16 10:00:00,b_100,76
2025-03-16 08:00:00,b_101,45
2025-03-16 09:00:00,b_101,48
2025-03-16 10:00:00,b_101,52
2025-03-16 08:00:00,b_102,94
2025-03-16 09:00:00,b_102,101
2025-03-16 10:00:00,b_102,102
2025-03-16 08:00:00,b_103,273
2025-03-16 09:00:00,b_103,284
2025-03-16 10:00:00,b_103,302
2025-03-16 08:00:00,b_104,55
2025-03-16 09:00:00,b_104,53
2025-03-16 10:00:00,b_104,51
2025-03-16 08:00:00,b_105,90
2025-03-16 09:00:00,b_105,98
2025-03-16 10:00:00,b_105,101
2025-03-16 08:00:00,b_106,127
2025-03-16 09:00:00,b_106,145
2025-03-16 10:00:00,b_106,148
2025-03-16 08:00:00,b_107,48
2025-03-16 09:00:00,b_107,47
2025-03-16 10:00:00,b_107,46
2025-03-16 08:00:00,b_108,85
2025-03-16 09:00:00,b_108,77
2025-03-16 10:00:00,b_108,76
2025-03-16 08:00:00,b_109,134
2025-03-16 09:00:00,b_109,148
2025-03-16 10:00:00,b_109,152
2025-03-16 08:00:00,b_11,91
2025-03-16 09:00:00,b_11,103
2025-03-16 10:00:00,b_11,107
2025-03-16 08:00:00,b_110,95
2025-03-16 09:00:00,b_110,99
2025-03-16 10:00:00,b_110,101
2025-03-16 08:00:00,b_111,56
2025-03-16 09:00:00,b_111,56
2025-03-16 10:00:00,b_111,56
2025-03-16 08:00:00,b_112,55
2025-03-16 09:00:00,b_112,53
2025-03-16 10:00:00,b_112,51
2025-03-16 08:00:00,b_113,142
2025-03-16 09:00:00,b_113,147
2025-03-16 10:00:00,b_113,156
2025-03-16 08:00:00,b_114,87
2025-03-16 09:00:00,b_114,92
2025-03-16 10:00:00,b_114,105
