datetime,ward_num,forecast_requests
2025-03-15 21:00:00,b_177,427
2025-03-15 22:00:00,b_177,396
2025-03-15 23:00:00,b_177,359
2025-03-16 00:00:00,b_177,387
2025-03-16 01:00:00,b_177,399
2025-03-16 02:00:00,b_177,371
2025-03-16 03:00:00,b_177,355
2025-03-16 04:00:00,b_177,392
2025-03-16 05:00:00,b_177,388
2025-03-16 06:00:00,b_177,358
2025-03-16 07:00:00,b_177,381
2025-03-16 08:00:00,b_177,393
2025-03-16 09:00:00,b_177,377
2025-03-16 10:00:00,b_177,381
2025-03-16 11:00:00,b_177,402
2025-03-16 12:00:00,b_177,399
2025-03-16 13:00:00,b_177,382
2025-03-16 14:00:00,b_177,402
2025-03-16 15:00:00,b_177,429
2025-03-16 16:00:00,b_177,392
2025-03-16 17:00:00,b_177,406
2025-03-16 18:00:00,b_177,441
2025-03-16 19:00:00,b_177,402
2025-03-16 20:00:00,b_177,304
