datetime,ward_num,forecast_requests
2025-03-15 20:00:00,1,55
2025-03-15 21:00:00,1,53
2025-03-15 22:00:00,1,51
2025-03-15 20:00:00,2,70
2025-03-15 21:00:00,2,73
2025-03-15 22:00:00,2,75
2025-03-15 20:00:00,3,87
2025-03-15 21:00:00,3,91
2025-03-15 22:00:00,3,96
2025-03-15 20:00:00,4,112
2025-03-15 21:00:00,4,114
2025-03-15 22:00:00,4,113
2025-03-15 20:00:00,5,120
2025-03-15 21:00:00,5,112
2025-03-15 22:00:00,5,112
2025-03-16 11:00:00,b_1,173
2025-03-16 12:00:00,b_1,174
2025-03-16 13:00:00,b_1,175
2025-03-16 11:00:00,b_10,362
2025-03-16 12:00:00,b_10,401
2025-03-16 13:00:00,b_10,434
2025-03-16 11:00:00,b_100,297
2025-03-16 12:00:00,b_100,311
2025-03-16 13:00:00,b_100,327
2025-03-16 11:00:00,b_101,147
2025-03-16 12:00:00,b_101,153
2025-03-16 13:00:00,b_101,162
2025-03-16 11:00:00,b_102,236
2025-03-16 12:00:00,b_102,239
2025-03-16 13:00:00,b_102,246
2025-03-16 11:00:00,b_103,143
2025-03-16 12:00:00,b_103,149
2025-03-16 13:00:00,b_103,157
2025-03-16 11:00:00,b_104,143
2025-03-16 12:00:00,b_104,149
2025-03-16 13:00:00,b_104,157
2025-03-16 11:00:00,b_105,391
2025-03-16 12:00:00,b_105,437
2025-03-16 13:00:00,b_105,448
2025-03-16 11:00:00,b_106,239
2025-03-16 12:00:00,b_106,239
2025-03-16 13:00:00,b_106,239
2025-03-16 11:00:00,b_107,142
2025-03-16 12:00:00,b_107,144
2025-03-16 13:00:00,b_107,151
2025-03-16 11:00:00,b_108,238
2025-03-16 12:00:00,b_108,244
2025-03-16 13:00:00,b_108,249
2025-03-16 11:00:00,b_109,184
2025-03-16 12:00:00,b_109,189
2025-03-16 13:00:00,b_109,191
2025-03-16 11:00:00,b_11,206
2025-03-16 12:00:00,b_11,207
2025-03-16 13:00:00,b_11,208
2025-03-16 11:00:00,b_110,283
2025-03-16 12:00:00,b_110,302
2025-03-16 13:00:00,b_110,322
2025-03-16 11:00:00,b_111,119
2025-03-16 12:00:00,b_111,115
2025-03-16 13:00:00,b_111,114
2025-03-16 11:00:00,b_112,143
2025-03-16 12:00:00,b_112,149
2025-03-16 13:00:00,b_112,157
2025-03-16 11:00:00,b_113,292
2025-03-16 12:00:00,b_113,312
2025-03-16 13:00:00,b_113,336
2025-03-16 11:00:00,b_114,215
2025-03-16 12:00:00,b_114,208
2025-03-16 13:00:00,b_114,202
