datetime,ward_num,forecast_requests
2025-03-15 21:00:00,b_33,141
2025-03-15 22:00:00,b_33,124
2025-03-15 23:00:00,b_33,102
2025-03-16 00:00:00,b_33,80
2025-03-16 01:00:00,b_33,90
2025-03-16 02:00:00,b_33,83
2025-03-16 03:00:00,b_33,77
2025-03-16 04:00:00,b_33,95
2025-03-16 05:00:00,b_33,98
2025-03-16 06:00:00,b_33,88
2025-03-16 07:00:00,b_33,93
2025-03-16 08:00:00,b_33,106
2025-03-16 09:00:00,b_33,104
2025-03-16 10:00:00,b_33,102
2025-03-16 11:00:00,b_33,106
2025-03-16 12:00:00,b_33,107
2025-03-16 13:00:00,b_33,104
2025-03-16 14:00:00,b_33,104
2025-03-16 15:00:00,b_33,105
2025-03-16 16:00:00,b_33,105
2025-03-16 17:00:00,b_33,105
2025-03-16 18:00:00,b_33,105
2025-03-16 19:00:00,b_33,106
2025-03-16 20:00:00,b_33,88
