datetime,ward_num,forecast_requests
2025-03-15 20:00:00,1,37
2025-03-15 21:00:00,1,34
2025-03-15 22:00:00,1,30
2025-03-15 23:00:00,1,31
2025-03-16 00:00:00,1,29
2025-03-16 01:00:00,1,24
2025-03-16 02:00:00,1,24
2025-03-16 03:00:00,1,27
2025-03-16 04:00:00,1,33
2025-03-16 05:00:00,1,30
2025-03-16 06:00:00,1,30
2025-03-16 07:00:00,1,43
2025-03-16 08:00:00,1,41
2025-03-16 09:00:00,1,41
2025-03-16 10:00:00,1,44
2025-03-16 11:00:00,1,39
2025-03-16 12:00:00,1,41
2025-03-16 13:00:00,1,43
2025-03-16 14:00:00,1,41
2025-03-16 15:00:00,1,41
2025-03-16 16:00:00,1,42
2025-03-16 17:00:00,1,41
2025-03-16 18:00:00,1,41
2025-03-16 19:00:00,1,42
2025-03-15 20:00:00,2,43
2025-03-15 21:00:00,2,42
2025-03-15 22:00:00,2,40
2025-03-15 23:00:00,2,41
2025-03-16 00:00:00,2,40
2025-03-16 01:00:00,2,39
2025-03-16 02:00:00,2,40
2025-03-16 03:00:00,2,42
2025-03-16 04:00:00,2,42
2025-03-16 05:00:00,2,42
2025-03-16 06:00:00,2,42
2025-03-16 07:00:00,2,51
2025-03-16 08:00:00,2,56
2025-03-16 09:00:00,2,54
2025-03-16 10:00:00,2,54
2025-03-16 11:00:00,2,55
2025-03-16 12:00:00,2,52
2025-03-16 13:00:00,2,51
2025-03-16 14:00:00,2,55
2025-03-16 15:00:00,2,53
2025-03-16 16:00:00,2,49
2025-03-16 17:00:00,2,56
2025-03-16 18:00:00,2,55
2025-03-16 19:00:00,2,50
2025-03-15 20:00:00,3,66
2025-03-15 21:00:00,3,60
2025-03-15 22:00:00,3,57
2025-03-15 23:00:00,3,58
2025-03-16 00:00:00,3,55
2025-03-16 01:00:00,3,52
2025-03-16 02:00:00,3,55
2025-03-16 03:00:00,3,55
2025-03-16 04:00:00,3,54
2025-03-16 05:00:00,3,57
2025-03-16 06:00:00,3,58
2025-03-16 07:00:00,3,63
2025-03-16 08:00:00,3,77
2025-03-16 09:00:00,3,72
2025-03-16 10:00:00,3,73
2025-03-16 11:00:00,3,72
2025-03-16 12:00:00,3,70
2025-03-16 13:00:00,3,70
2025-03-16 14:00:00,3,66
2025-03-16 15:00:00,3,65
2025-03-16 16:00:00,3,64
2025-03-16 17:00:00,3,65
2025-03-16 18:00:00,3,66
2025-03-16 19:00:00,3,65
2025-03-15 20:00:00,4,76
2025-03-15 21:00:00,4,74
2025-03-15 22:00:00,4,68
2025-03-15 23:00:00,4,66
2025-03-16 00:00:00,4,67
2025-03-16 01:00:00,4,65
2025-03-16 02:00:00,4,65
2025-03-16 03:00:00,4,67
2025-03-16 04:00:00,4,73
2025-03-16 05:00:00,4,70
2025-03-16 06:00:00,4,71
2025-03-16 07:00:00,4,83
2025-03-16 08:00:00,4,88
2025-03-16 09:00:00,4,86
2025-03-16 10:00:00,4,88
2025-03-16 11:00:00,4,87
2025-03-16 12:00:00,4,85
2025-03-16 13:00:00,4,86
2025-03-16 14:00:00,4,86
2025-03-16 15:00:00,4,85
2025-03-16 16:00:00,4,86
2025-03-16 17:00:00,4,86
2025-03-16 18:00:00,4,87
2025-03-16 19:00:00,4,89
2025-03-15 20:00:00,5,84
2025-03-15 21:00:00,5,86
2025-03-15 22:00:00,5,82
2025-03-15 23:00:00,5,83
2025-03-16 00:00:00,5,83
2025-03-16 01:00:00,5,83
2025-03-16 02:00:00,5,83
2025-03-16 03:00:00,5,84
2025-03-16 04:00:00,5,93
2025-03-16 05:00:00,5,96
2025-03-16 06:00:00,5,89
2025-03-16 07:00:00,5,97
2025-03-16 08:00:00,5,108
2025-03-16 09:00:00,5,99
2025-03-16 10:00:00,5,102
2025-03-16 11:00:00,5,108
2025-03-16 12:00:00,5,105
2025-03-16 13:00:00,5,102
2025-03-16 14:00:00,5,107
2025-03-16 15:00:00,5,107
2025-03-16 16:00:00,5,104
2025-03-16 17:00:00,5,105
2025-03-16 18:00:00,5,107
2025-03-16 19:00:00,5,107
2025-03-15 21:00:00,b_1,236
2025-03-15 22:00:00,b_1,265
2025-03-15 23:00:00,b_1,274
2025-03-16 00:00:00,b_1,259
2025-03-16 01:00:00,b_1,261
2025-03-16 02:00:00,b_1,280
2025-03-16 03:00:00,b_1,280
2025-03-16 04:00:00,b_1,266
2025-03-16 05:00:00,b_1,271
2025-03-16 06:00:00,b_1,296
2025-03-16 07:00:00,b_1,288
2025-03-16 08:00:00,b_1,271
2025-03-16 09:00:00,b_1,289
2025-03-16 10:00:00,b_1,301
2025-03-16 11:00:00,b_1,271
2025-03-16 12:00:00,b_1,284
2025-03-16 13:00:00,b_1,312
2025-03-16 14:00:00,b_1,268
2025-03-16 15:00:00,b_1,277
2025-03-16 16:00:00,b_1,321
2025-03-16 17:00:00,b_1,282
2025-03-16 18:00:00,b_1,283
2025-03-16 19:00:00,b_1,315
2025-03-16 20:00:00,b_1,212
2025-03-15 21:00:00,b_10,436
2025-03-15 22:00:00,b_10,403
2025-03-15 23:00:00,b_10,366
2025-03-16 00:00:00,b_10,362
2025-03-16 01:00:00,b_10,392
2025-03-16 02:00:00,b_10,385
2025-03-16 03:00:00,b_10,359
2025-03-16 04:00:00,b_10,381
2025-03-16 05:00:00,b_10,392
2025-03-16 06:00:00,b_10,377
2025-03-16 07:00:00,b_10,385
2025-03-16 08:00:00,b_10,406
2025-03-16 09:00:00,b_10,412
2025-03-16 10:00:00,b_10,387
2025-03-16 11:00:00,b_10,390
2025-03-16 12:00:00,b_10,427
2025-03-16 13:00:00,b_10,423
2025-03-16 14:00:00,b_10,396
2025-03-16 15:00:00,b_10,404
2025-03-16 16:00:00,b_10,431
2025-03-16 17:00:00,b_10,405
2025-03-16 18:00:00,b_10,408
2025-03-16 19:00:00,b_10,414
2025-03-16 20:00:00,b_10,305
2025-03-15 21:00:00,b_100,629
2025-03-15 22:00:00,b_100,593
2025-03-15 23:00:00,b_100,522
2025-03-16 00:00:00,b_100,534
2025-03-16 01:00:00,b_100,620
2025-03-16 02:00:00,b_100,574
2025-03-16 03:00:00,b_100,493
2025-03-16 04:00:00,b_100,550
2025-03-16 05:00:00,b_100,586
2025-03-16 06:00:00,b_100,547
2025-03-16 07:00:00,b_100,491
2025-03-16 08:00:00,b_100,550
2025-03-16 09:00:00,b_100,580
2025-03-16 10:00:00,b_100,543
2025-03-16 11:00:00,b_100,482
2025-03-16 12:00:00,b_100,552
2025-03-16 13:00:00,b_100,585
2025-03-16 14:00:00,b_100,517
2025-03-16 15:00:00,b_100,476
2025-03-16 16:00:00,b_100,584
2025-03-16 17:00:00,b_100,573
2025-03-16 18:00:00,b_100,508
2025-03-16 19:00:00,b_100,555
2025-03-16 20:00:00,b_100,518
2025-03-15 21:00:00,b_101,138
2025-03-15 22:00:00,b_101,126
2025-03-15 23:00:00,b_101,104
2025-03-16 00:00:00,b_101,80
2025-03-16 01:00:00,b_101,90
2025-03-16 02:00:00,b_101,83
2025-03-16 03:00:00,b_101,77
2025-03-16 04:00:00,b_101,95
2025-03-16 05:00:00,b_101,98
2025-03-16 06:00:00,b_101,88
2025-03-16 07:00:00,b_101,93
2025-03-16 08:00:00,b_101,106
2025-03-16 09:00:00,b_101,104
2025-03-16 10:00:00,b_101,102
2025-03-16 11:00:00,b_101,106
2025-03-16 12:00:00,b_101,107
2025-03-16 13:00:00,b_101,104
2025-03-16 14:00:00,b_101,104
2025-03-16 15:00:00,b_101,105
2025-03-16 16:00:00,b_101,105
2025-03-16 17:00:00,b_101,105
2025-03-16 18:00:00,b_101,105
2025-03-16 19:00:00,b_101,106
2025-03-16 20:00:00,b_101,88
