datetime,ward_num,forecast_requests
2025-03-15 20:00:00,1,55
2025-03-15 21:00:00,1,53
2025-03-15 22:00:00,1,51
2025-03-15 23:00:00,1,49
2025-03-16 00:00:00,1,52
2025-03-16 01:00:00,1,51
2025-03-16 02:00:00,1,45
2025-03-16 03:00:00,1,50
2025-03-16 04:00:00,1,56
2025-03-16 05:00:00,1,47
2025-03-16 06:00:00,1,49
2025-03-16 07:00:00,1,57
2025-03-16 08:00:00,1,48
2025-03-16 09:00:00,1,48
2025-03-16 10:00:00,1,57
2025-03-16 11:00:00,1,49
2025-03-16 12:00:00,1,48
2025-03-16 13:00:00,1,55
2025-03-16 14:00:00,1,51
2025-03-16 15:00:00,1,45
2025-03-16 16:00:00,1,51
2025-03-16 17:00:00,1,55
2025-03-16 18:00:00,1,43
2025-03-16 19:00:00,1,49
2025-03-15 20:00:00,2,70
2025-03-15 21:00:00,2,73
2025-03-15 22:00:00,2,75
2025-03-15 23:00:00,2,72
2025-03-16 00:00:00,2,76
2025-03-16 01:00:00,2,75
2025-03-16 02:00:00,2,74
2025-03-16 03:00:00,2,76
2025-03-16 04:00:00,2,77
2025-03-16 05:00:00,2,74
2025-03-16 06:00:00,2,77
2025-03-16 07:00:00,2,79
2025-03-16 08:00:00,2,81
2025-03-16 09:00:00,2,81
2025-03-16 10:00:00,2,80
2025-03-16 11:00:00,2,74
2025-03-16 12:00:00,2,79
2025-03-16 13:00:00,2,77
2025-03-16 14:00:00,2,73
2025-03-16 15:00:00,2,79
2025-03-16 16:00:00,2,74
2025-03-16 17:00:00,2,74
2025-03-16 18:00:00,2,75
2025-03-16 19:00:00,2,74
2025-03-15 20:00:00,3,87
2025-03-15 21:00:00,3,91
2025-03-15 22:00:00,3,96
2025-03-15 23:00:00,3,98
2025-03-16 00:00:00,3,94
2025-03-16 01:00:00,3,95
2025-03-16 02:00:00,3,96
2025-03-16 03:00:00,3,96
2025-03-16 04:00:00,3,96
2025-03-16 05:00:00,3,96
2025-03-16 06:00:00,3,96
2025-03-16 07:00:00,3,100
2025-03-16 08:00:00,3,101
2025-03-16 09:00:00,3,99
2025-03-16 10:00:00,3,99
2025-03-16 11:00:00,3,94
2025-03-16 12:00:00,3,93
2025-03-16 13:00:00,3,95
2025-03-16 14:00:00,3,95
2025-03-16 15:00:00,3,93
2025-03-16 16:00:00,3,94
2025-03-16 17:00:00,3,95
2025-03-16 18:00:00,3,94
2025-03-16 19:00:00,3,94
2025-03-15 20:00:00,4,112
2025-03-15 21:00:00,4,114
2025-03-15 22:00:00,4,113
