datetime,ac_num,forecast_requests
2025-03-16 08:00:00,150,227
2025-03-16 09:00:00,150,260
2025-03-16 10:00:00,150,269
2025-03-16 11:00:00,150,246
2025-03-16 12:00:00,150,262
2025-03-16 13:00:00,150,269
2025-03-16 14:00:00,150,258
2025-03-16 15:00:00,150,261
2025-03-16 16:00:00,150,263
2025-03-16 17:00:00,150,263
2025-03-16 18:00:00,150,261
2025-03-16 19:00:00,150,259
2025-03-16 20:00:00,150,209
2025-03-16 21:00:00,150,184
2025-03-16 22:00:00,150,210
2025-03-16 23:00:00,150,174
2025-03-17 00:00:00,150,153
2025-03-17 01:00:00,150,166
2025-03-17 02:00:00,150,157
2025-03-17 03:00:00,150,140
2025-03-17 04:00:00,150,157
2025-03-17 05:00:00,150,164
2025-03-17 06:00:00,150,153
2025-03-17 07:00:00,150,175
2025-03-16 08:00:00,151,757
2025-03-16 09:00:00,151,810
2025-03-16 10:00:00,151,822
2025-03-16 11:00:00,151,791
2025-03-16 12:00:00,151,804
2025-03-16 13:00:00,151,826
2025-03-16 14:00:00,151,804
2025-03-16 15:00:00,151,810
2025-03-16 16:00:00,151,830
2025-03-16 17:00:00,151,818
2025-03-16 18:00:00,151,844
2025-03-16 19:00:00,151,892
2025-03-16 20:00:00,151,783
2025-03-16 21:00:00,151,753
2025-03-16 22:00:00,151,756
2025-03-16 23:00:00,151,709
2025-03-17 00:00:00,151,784
2025-03-17 01:00:00,151,789
2025-03-17 02:00:00,151,785
2025-03-17 03:00:00,151,816
2025-03-17 04:00:00,151,829
2025-03-17 05:00:00,151,795
2025-03-17 06:00:00,151,827
2025-03-17 07:00:00,151,862
2025-03-16 08:00:00,152,429
2025-03-16 09:00:00,152,428
2025-03-16 10:00:00,152,425
2025-03-16 11:00:00,152,422
2025-03-16 12:00:00,152,426
2025-03-16 13:00:00,152,423
2025-03-16 14:00:00,152,423
2025-03-16 15:00:00,152,428
2025-03-16 16:00:00,152,422
2025-03-16 17:00:00,152,417
2025-03-16 18:00:00,152,427
2025-03-16 19:00:00,152,419
2025-03-16 20:00:00,152,383
2025-03-16 21:00:00,152,389
2025-03-16 22:00:00,152,413
2025-03-16 23:00:00,152,387
2025-03-17 00:00:00,152,404
2025-03-17 01:00:00,152,440
2025-03-17 02:00:00,152,414
2025-03-17 03:00:00,152,405
2025-03-17 04:00:00,152,431
2025-03-17 05:00:00,152,431
2025-03-17 06:00:00,152,406
2025-03-17 07:00:00,152,419
2025-03-16 08:00:00,153,195
2025-03-16 09:00:00,153,220
2025-03-16 10:00:00,153,216
2025-03-16 11:00:00,153,201
2025-03-16 12:00:00,153,204
2025-03-16 13:00:00,153,210
2025-03-16 14:00:00,153,207
2025-03-16 15:00:00,153,201
2025-03-16 16:00:00,153,207
2025-03-16 17:00:00,153,209
2025-03-16 18:00:00,153,205
2025-03-16 19:00:00,153,205
2025-03-16 20:00:00,153,197
2025-03-16 21:00:00,153,192
2025-03-16 22:00:00,153,190
2025-03-16 23:00:00,153,176
2025-03-17 00:00:00,153,158
2025-03-17 01:00:00,153,161
2025-03-17 02:00:00,153,145
2025-03-17 03:00:00,153,151
2025-03-17 04:00:00,153,176
2025-03-17 05:00:00,153,175
2025-03-17 06:00:00,153,159
2025-03-17 07:00:00,153,195
2025-03-16 08:00:00,154,502
2025-03-16 09:00:00,154,496
2025-03-16 10:00:00,154,493
2025-03-16 11:00:00,154,506
2025-03-16 12:00:00,154,500
2025-03-16 13:00:00,154,493
2025-03-16 14:00:00,154,501
2025-03-16 15:00:00,154,500
2025-03-16 16:00:00,154,492
2025-03-16 17:00:00,154,499
2025-03-16 18:00:00,154,500
2025-03-16 19:00:00,154,494
2025-03-16 20:00:00,154,401
2025-03-16 21:00:00,154,422
2025-03-16 22:00:00,154,419
2025-03-16 23:00:00,154,368
2025-03-17 00:00:00,154,412
2025-03-17 01:00:00,154,457
2025-03-17 02:00:00,154,385
2025-03-17 03:00:00,154,389
2025-03-17 04:00:00,154,460
2025-03-17 05:00:00,154,413
2025-03-17 06:00:00,154,388
2025-03-17 07:00:00,154,432
2025-03-16 08:00:00,155,192
2025-03-16 09:00:00,155,224
2025-03-16 10:00:00,155,216
2025-03-16 11:00:00,155,198
2025-03-16 12:00:00,155,209
2025-03-16 13:00:00,155,215
2025-03-16 14:00:00,155,205
2025-03-16 15:00:00,155,203
2025-03-16 16:00:00,155,208
2025-03-16 17:00:00,155,207
2025-03-16 18:00:00,155,205
2025-03-16 19:00:00,155,206
2025-03-16 20:00:00,155,197
2025-03-16 21:00:00,155,194
2025-03-16 22:00:00,155,180
2025-03-16 23:00:00,155,161
2025-03-17 00:00:00,155,158
2025-03-17 01:00:00,155,143
2025-03-17 02:00:00,155,149
2025-03-17 03:00:00,155,162
2025-03-17 04:00:00,155,145
2025-03-17 05:00:00,155,149
2025-03-17 06:00:00,155,177
2025-03-17 07:00:00,155,176
2025-03-16 08:00:00,156,151
2025-03-16 09:00:00,156,164
2025-03-16 10:00:00,156,179
2025-03-16 11:00:00,156,145
2025-03-16 12:00:00,156,160
2025-03-16 13:00:00,156,179
2025-03-16 14:00:00,156,147
2025-03-16 15:00:00,156,158
2025-03-16 16:00:00,156,179
2025-03-16 17:00:00,156,152
2025-03-16 18:00:00,156,156
2025-03-16 19:00:00,156,179
2025-03-16 20:00:00,156,139
2025-03-16 21:00:00,156,142
2025-03-16 22:00:00,156,174
2025-03-16 23:00:00,156,149
2025-03-17 00:00:00,156,139
2025-03-17 01:00:00,156,168
2025-03-17 02:00:00,156,169
2025-03-17 03:00:00,156,135
2025-03-17 04:00:00,156,162
2025-03-17 05:00:00,156,186
2025-03-17 06:00:00,156,150
2025-03-17 07:00:00,156,184
2025-03-16 08:00:00,157,204
2025-03-16 09:00:00,157,217
2025-03-16 10:00:00,157,209
2025-03-16 11:00:00,157,202
2025-03-16 12:00:00,157,207
2025-03-16 13:00:00,157,209
2025-03-16 14:00:00,157,205
2025-03-16 15:00:00,157,206
2025-03-16 16:00:00,157,208
2025-03-16 17:00:00,157,207
2025-03-16 18:00:00,157,206
2025-03-16 19:00:00,157,206
2025-03-16 20:00:00,157,197
2025-03-16 21:00:00,157,195
2025-03-16 22:00:00,157,180
2025-03-16 23:00:00,157,161
2025-03-17 00:00:00,157,161
2025-03-17 01:00:00,157,140
2025-03-17 02:00:00,157,146
2025-03-17 03:00:00,157,166
2025-03-17 04:00:00,157,145
2025-03-17 05:00:00,157,146
2025-03-17 06:00:00,157,178
2025-03-17 07:00:00,157,171
2025-03-16 08:00:00,158,209
2025-03-16 09:00:00,158,216
2025-03-16 10:00:00,158,209
2025-03-16 11:00:00,158,203
2025-03-16 12:00:00,158,207
2025-03-16 13:00:00,158,207
2025-03-16 14:00:00,158,205
2025-03-16 15:00:00,158,206
2025-03-16 16:00:00,158,207
2025-03-16 17:00:00,158,207
2025-03-16 18:00:00,158,206
2025-03-16 19:00:00,158,206
