datetime,ward_num,forecast_requests
2025-03-15 21:00:00,b_75,185
2025-03-15 22:00:00,b_75,179
2025-03-15 23:00:00,b_75,164
2025-03-16 00:00:00,b_75,174
2025-03-16 01:00:00,b_75,152
2025-03-16 02:00:00,b_75,144
2025-03-16 03:00:00,b_75,140
2025-03-16 04:00:00,b_75,103
2025-03-16 05:00:00,b_75,138
2025-03-16 06:00:00,b_75,132
2025-03-16 07:00:00,b_75,121
2025-03-16 08:00:00,b_75,149
2025-03-16 09:00:00,b_75,150
2025-03-16 10:00:00,b_75,130
2025-03-16 11:00:00,b_75,137
2025-03-16 12:00:00,b_75,148
2025-03-16 13:00:00,b_75,139
2025-03-16 14:00:00,b_75,131
2025-03-16 15:00:00,b_75,142
2025-03-16 16:00:00,b_75,146
2025-03-16 17:00:00,b_75,133
2025-03-16 18:00:00,b_75,132
2025-03-16 19:00:00,b_75,147
2025-03-16 20:00:00,b_75,115
