datetime,ward_num,forecast_requests
2025-03-15 21:00:00,b_35,571
2025-03-15 22:00:00,b_35,501
2025-03-15 23:00:00,b_35,460
2025-03-16 00:00:00,b_35,552
2025-03-16 01:00:00,b_35,506
2025-03-16 02:00:00,b_35,508
2025-03-16 03:00:00,b_35,574
2025-03-16 04:00:00,b_35,582
2025-03-16 05:00:00,b_35,529
2025-03-16 06:00:00,b_35,520
2025-03-16 07:00:00,b_35,582
2025-03-16 08:00:00,b_35,590
2025-03-16 09:00:00,b_35,488
2025-03-16 10:00:00,b_35,474
2025-03-16 11:00:00,b_35,555
2025-03-16 12:00:00,b_35,489
2025-03-16 13:00:00,b_35,486
2025-03-16 14:00:00,b_35,546
2025-03-16 15:00:00,b_35,483
2025-03-16 16:00:00,b_35,509
2025-03-16 17:00:00,b_35,560
2025-03-16 18:00:00,b_35,484
2025-03-16 19:00:00,b_35,501
2025-03-16 20:00:00,b_35,476
