datetime,ward_num,forecast_requests
2025-03-16 03:00:00,b_186,240
2025-03-16 04:00:00,b_186,243
2025-03-16 05:00:00,b_186,254
2025-03-16 06:00:00,b_186,257
2025-03-16 07:00:00,b_186,253
2025-03-16 08:00:00,b_186,261
2025-03-16 09:00:00,b_186,268
2025-03-16 10:00:00,b_186,265
2025-03-16 11:00:00,b_186,295
2025-03-16 12:00:00,b_186,293
2025-03-16 13:00:00,b_186,274
2025-03-16 14:00:00,b_186,294
2025-03-16 15:00:00,b_186,318
2025-03-16 16:00:00,b_186,300
2025-03-16 17:00:00,b_186,307
2025-03-16 18:00:00,b_186,324
2025-03-16 19:00:00,b_186,320
2025-03-16 20:00:00,b_186,260
2025-03-16 21:00:00,b_186,239
2025-03-16 22:00:00,b_186,221
2025-03-16 23:00:00,b_186,207
2025-03-17 00:00:00,b_186,199
2025-03-17 01:00:00,b_186,175
2025-03-17 02:00:00,b_186,190
