datetime,ward_num,forecast_requests
2025-03-15 20:00:00,1,37
2025-03-15 21:00:00,1,34
2025-03-15 22:00:00,1,30
2025-03-15 23:00:00,1,31
2025-03-16 00:00:00,1,29
2025-03-16 01:00:00,1,24
2025-03-16 02:00:00,1,24
2025-03-16 03:00:00,1,27
2025-03-16 04:00:00,1,33
2025-03-16 05:00:00,1,30
2025-03-16 06:00:00,1,30
2025-03-16 07:00:00,1,43
2025-03-16 08:00:00,1,41
2025-03-16 09:00:00,1,41
2025-03-16 10:00:00,1,44
2025-03-16 11:00:00,1,39
2025-03-16 12:00:00,1,41
2025-03-16 13:00:00,1,43
2025-03-16 14:00:00,1,41
2025-03-16 15:00:00,1,41
2025-03-16 16:00:00,1,42
2025-03-16 17:00:00,1,41
2025-03-16 18:00:00,1,41
2025-03-16 19:00:00,1,42
2025-03-15 20:00:00,2,43
2025-03-15 21:00:00,2,42
2025-03-15 22:00:00,2,40
2025-03-15 23:00:00,2,41
2025-03-16 00:00:00,2,40
2025-03-16 01:00:00,2,39
2025-03-16 02:00:00,2,40
2025-03-16 03:00:00,2,42
2025-03-16 04:00:00,2,42
2025-03-16 05:00:00,2,42
2025-03-16 06:00:00,2,42
2025-03-16 07:00:00,2,51
2025-03-16 08:00:00,2,56
2025-03-16 09:00:00,2,54
2025-03-16 10:00:00,2,54
2025-03-16 11:00:00,2,55
2025-03-16 12:00:00,2,52
2025-03-16 13:00:00,2,51
2025-03-16 14:00:00,2,55
2025-03-16 15:00:00,2,53
2025-03-16 16:00:00,2,49
2025-03-16 17:00:00,2,56
2025-03-16 18:00:00,2,55
2025-03-16 19:00:00,2,50
2025-03-15 20:00:00,3,66
2025-03-15 21:00:00,3,60
2025-03-15 22:00:00,3,57
2025-03-15 23:00:00,3,58
2025-03-16 00:00:00,3,55
2025-03-16 01:00:00,3,52
2025-03-16 02:00:00,3,55
2025-03-16 03:00:00,3,55
2025-03-16 04:00:00,3,54
2025-03-16 05:00:00,3,57
2025-03-16 06:00:00,3,58
2025-03-16 07:00:00,3,63
2025-03-16 08:00:00,3,77
2025-03-16 09:00:00,3,72
2025-03-16 10:00:00,3,73
2025-03-16 11:00:00,3,72
2025-03-16 12:00:00,3,70
2025-03-16 13:00:00,3,70
2025-03-16 14:00:00,3,66
2025-03-16 15:00:00,3,65
2025-03-16 16:00:00,3,64
2025-03-16 17:00:00,3,65
2025-03-16 18:00:00,3,66
2025-03-16 19:00:00,3,65
2025-03-15 20:00:00,4,76
2025-03-15 21:00:00,4,74
2025-03-15 22:00:00,4,68
2025-03-15 23:00:00,4,66
2025-03-16 00:00:00,4,67
2025-03-16 01:00:00,4,65
2025-03-16 02:00:00,4,65
2025-03-16 03:00:00,4,67
2025-03-16 04:00:00,4,73
2025-03-16 05:00:00,4,70
2025-03-16 06:00:00,4,71
2025-03-16 07:00:00,4,83
2025-03-16 08:00:00,4,88
2025-03-16 09:00:00,4,86
2025-03-16 10:00:00,4,88
2025-03-16 11:00:00,4,87
2025-03-16 12:00:00,4,85
2025-03-16 13:00:00,4,86
2025-03-16 14:00:00,4,86
2025-03-16 15:00:00,4,85
2025-03-16 16:00:00,4,86
2025-03-16 17:00:00,4,86
2025-03-16 18:00:00,4,87
2025-03-16 19:00:00,4,89
2025-03-15 20:00:00,5,84
2025-03-15 21:00:00,5,86
2025-03-15 22:00:00,5,82
2025-03-15 23:00:00,5,83
2025-03-16 00:00:00,5,83
2025-03-16 01:00:00,5,83
2025-03-16 02:00:00,5,83
2025-03-16 03:00:00,5,84
2025-03-16 04:00:00,5,93
2025-03-16 05:00:00,5,96
2025-03-16 06:00:00,5,89
2025-03-16 07:00:00,5,97
2025-03-16 08:00:00,5,108
2025-03-16 09:00:00,5,99
2025-03-16 10:00:00,5,102
2025-03-16 11:00:00,5,108
2025-03-16 12:00:00,5,105
2025-03-16 13:00:00,5,102
2025-03-16 14:00:00,5,107
2025-03-16 15:00:00,5,107
2025-03-16 16:00:00,5,104
2025-03-16 17:00:00,5,105
2025-03-16 18:00:00,5,107
2025-03-16 19:00:00,5,107
2025-03-15 21:00:00,b_1,353
2025-03-15 22:00:00,b_1,372
2025-03-15 23:00:00,b_1,376
2025-03-16 00:00:00,b_1,371
2025-03-16 01:00:00,b_1,378
2025-03-16 02:00:00,b_1,389
2025-03-16 03:00:00,b_1,383
2025-03-16 04:00:00,b_1,382
2025-03-16 05:00:00,b_1,390
2025-03-16 06:00:00,b_1,389
2025-03-16 07:00:00,b_1,388
2025-03-16 08:00:00,b_1,411
2025-03-16 09:00:00,b_1,421
2025-03-16 10:00:00,b_1,390
2025-03-16 11:00:00,b_1,397
2025-03-16 12:00:00,b_1,438
2025-03-16 13:00:00,b_1,405
2025-03-16 14:00:00,b_1,389
2025-03-16 15:00:00,b_1,410
2025-03-16 16:00:00,b_1,437
2025-03-16 17:00:00,b_1,400
2025-03-16 18:00:00,b_1,404
2025-03-16 19:00:00,b_1,428
2025-03-16 20:00:00,b_1,304
2025-03-15 21:00:00,b_10,689
2025-03-15 22:00:00,b_10,759
2025-03-15 23:00:00,b_10,795
2025-03-16 00:00:00,b_10,658
2025-03-16 01:00:00,b_10,631
2025-03-16 02:00:00,b_10,797
2025-03-16 03:00:00,b_10,794
2025-03-16 04:00:00,b_10,629
2025-03-16 05:00:00,b_10,630
2025-03-16 06:00:00,b_10,752
2025-03-16 07:00:00,b_10,667
2025-03-16 08:00:00,b_10,627
2025-03-16 09:00:00,b_10,754
2025-03-16 10:00:00,b_10,754
2025-03-16 11:00:00,b_10,639
2025-03-16 12:00:00,b_10,647
2025-03-16 13:00:00,b_10,767
2025-03-16 14:00:00,b_10,765
2025-03-16 15:00:00,b_10,605
2025-03-16 16:00:00,b_10,655
2025-03-16 17:00:00,b_10,780
2025-03-16 18:00:00,b_10,738
2025-03-16 19:00:00,b_10,646
2025-03-16 20:00:00,b_10,631
2025-03-15 21:00:00,b_100,1002
2025-03-15 22:00:00,b_100,1008
2025-03-15 23:00:00,b_100,996
2025-03-16 00:00:00,b_100,997
2025-03-16 01:00:00,b_100,975
2025-03-16 02:00:00,b_100,947
2025-03-16 03:00:00,b_100,940
2025-03-16 04:00:00,b_100,936
2025-03-16 05:00:00,b_100,954
2025-03-16 06:00:00,b_100,949
2025-03-16 07:00:00,b_100,921
2025-03-16 08:00:00,b_100,900
2025-03-16 09:00:00,b_100,945
2025-03-16 10:00:00,b_100,917
2025-03-16 11:00:00,b_100,837
2025-03-16 12:00:00,b_100,832
2025-03-16 13:00:00,b_100,748
2025-03-16 14:00:00,b_100,713
2025-03-16 15:00:00,b_100,664
2025-03-16 16:00:00,b_100,802
2025-03-16 17:00:00,b_100,854
2025-03-16 18:00:00,b_100,671
2025-03-16 19:00:00,b_100,668
2025-03-16 20:00:00,b_100,807
2025-03-15 21:00:00,b_101,283
2025-03-15 22:00:00,b_101,270
2025-03-15 23:00:00,b_101,256
2025-03-16 00:00:00,b_101,268
2025-03-16 01:00:00,b_101,275
2025-03-16 02:00:00,b_101,273
2025-03-16 03:00:00,b_101,273
2025-03-16 04:00:00,b_101,278
2025-03-16 05:00:00,b_101,278
2025-03-16 06:00:00,b_101,282
2025-03-16 07:00:00,b_101,287
2025-03-16 08:00:00,b_101,277
2025-03-16 09:00:00,b_101,281
2025-03-16 10:00:00,b_101,298
2025-03-16 11:00:00,b_101,279
2025-03-16 12:00:00,b_101,282
2025-03-16 13:00:00,b_101,300
2025-03-16 14:00:00,b_101,274
2025-03-16 15:00:00,b_101,278
2025-03-16 16:00:00,b_101,301
2025-03-16 17:00:00,b_101,279
2025-03-16 18:00:00,b_101,283
2025-03-16 19:00:00,b_101,302
2025-03-16 20:00:00,b_101,214
